"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SVN","HUR","TOT","PC_LF","M","2011-07",8.1,
"SVN","HUR","TOT","PC_LF","M","2011-08",8.1,
"SVN","HUR","TOT","PC_LF","M","2011-09",8.4,
"SVN","HUR","TOT","PC_LF","M","2011-10",8.7,
"SVN","HUR","TOT","PC_LF","M","2011-11",8.9,
"SVN","HUR","TOT","PC_LF","M","2011-12",8.6,
"SVN","HUR","TOT","PC_LF","M","2012-01",8.2,
"SVN","HUR","TOT","PC_LF","M","2012-02",8.1,
"SVN","HUR","TOT","PC_LF","M","2012-03",8,
"SVN","HUR","TOT","PC_LF","M","2012-04",8.2,
"SVN","HUR","TOT","PC_LF","M","2012-05",8.5,
"SVN","HUR","TOT","PC_LF","M","2012-06",8.8,
"SVN","HUR","TOT","PC_LF","M","2012-07",9.4,
"SVN","HUR","TOT","PC_LF","M","2012-08",9.6,
"SVN","HUR","TOT","PC_LF","M","2012-09",9.6,
"SVN","HUR","TOT","PC_LF","M","2012-10",9.5,
"SVN","HUR","TOT","PC_LF","M","2012-11",9.5,
"SVN","HUR","TOT","PC_LF","M","2012-12",9.8,
"SVN","HUR","TOT","PC_LF","M","2013-01",10.3,
"SVN","HUR","TOT","PC_LF","M","2013-02",10.6,
"SVN","HUR","TOT","PC_LF","M","2013-03",10.8,
"SVN","HUR","TOT","PC_LF","M","2013-04",10.9,
"SVN","HUR","TOT","PC_LF","M","2013-05",10.7,
"SVN","HUR","TOT","PC_LF","M","2013-06",10.3,
"SVN","HUR","TOT","PC_LF","M","2013-07",9.9,
"SVN","HUR","TOT","PC_LF","M","2013-08",9.8,
"SVN","HUR","TOT","PC_LF","M","2013-09",9.7,
"SVN","HUR","TOT","PC_LF","M","2013-10",9.6,
"SVN","HUR","TOT","PC_LF","M","2013-11",9.7,
"SVN","HUR","TOT","PC_LF","M","2013-12",9.9,
"SVN","HUR","TOT","PC_LF","M","2014-01",10.2,
"SVN","HUR","TOT","PC_LF","M","2014-02",10.3,
"SVN","HUR","TOT","PC_LF","M","2014-03",10.2,
"SVN","HUR","TOT","PC_LF","M","2014-04",9.7,
"SVN","HUR","TOT","PC_LF","M","2014-05",9.6,
"SVN","HUR","TOT","PC_LF","M","2014-06",9.5,
"SVN","HUR","TOT","PC_LF","M","2014-07",9.5,
"SVN","HUR","TOT","PC_LF","M","2014-08",9.6,
"SVN","HUR","TOT","PC_LF","M","2014-09",9.7,
"SVN","HUR","TOT","PC_LF","M","2014-10",9.7,
"SVN","HUR","TOT","PC_LF","M","2014-11",9.7,
"SVN","HUR","TOT","PC_LF","M","2014-12",9.6,
"SVN","HUR","TOT","PC_LF","M","2015-01",9.4,
"SVN","HUR","TOT","PC_LF","M","2015-02",9.3,
"SVN","HUR","TOT","PC_LF","M","2015-03",9.3,
"SVN","HUR","TOT","PC_LF","M","2015-04",9.5,
"SVN","HUR","TOT","PC_LF","M","2015-05",9.5,
"SVN","HUR","TOT","PC_LF","M","2015-06",9.4,
"SVN","HUR","TOT","PC_LF","M","2015-07",9.1,
"SVN","HUR","TOT","PC_LF","M","2015-08",8.8,
"SVN","HUR","TOT","PC_LF","M","2015-09",8.6,
"SVN","HUR","TOT","PC_LF","M","2015-10",8.6,
"SVN","HUR","TOT","PC_LF","M","2015-11",8.5,
"SVN","HUR","TOT","PC_LF","M","2015-12",8.5,
"SVN","HUR","TOT","PC_LF","M","2016-01",8.4,
"SVN","HUR","TOT","PC_LF","M","2016-02",8.4,
"SVN","HUR","TOT","PC_LF","M","2016-03",8.3,
"SVN","HUR","TOT","PC_LF","M","2016-04",8.2,
"SVN","HUR","TOT","PC_LF","M","2016-05",8,
"SVN","HUR","TOT","PC_LF","M","2016-06",7.8,
"SVN","HUR","TOT","PC_LF","M","2016-07",7.5,
"SVN","HUR","TOT","PC_LF","M","2016-08",7.5,
"SVN","HUR","TOT","PC_LF","M","2016-09",7.7,
"SVN","HUR","TOT","PC_LF","M","2016-10",8.1,
"SVN","HUR","TOT","PC_LF","M","2016-11",8.3,
"SVN","HUR","TOT","PC_LF","M","2016-12",8.2,
"SVN","HUR","TOT","PC_LF","M","2017-01",7.8,
"SVN","HUR","TOT","PC_LF","M","2017-02",7.4,
"SVN","HUR","TOT","PC_LF","M","2017-03",7,
"SVN","HUR","TOT","PC_LF","M","2017-04",6.7,
"SVN","HUR","TOT","PC_LF","M","2017-05",6.6,
"SVN","HUR","TOT","PC_LF","M","2017-06",6.6,
"SVN","HUR","TOT","PC_LF","M","2017-07",6.5,
"SVN","HUR","TOT","PC_LF","M","2017-08",6.5,
"SVN","HUR","TOT","PC_LF","M","2017-09",6.3,
"SVN","HUR","TOT","PC_LF","M","2017-10",6.1,
"SVN","HUR","TOT","PC_LF","M","2017-11",5.9,
"SVN","HUR","TOT","PC_LF","M","2017-12",5.8,
"SVN","HUR","TOT","PC_LF","M","2018-01",5.6,
"SVN","HUR","TOT","PC_LF","M","2018-02",5.6,
"SVN","HUR","TOT","PC_LF","M","2018-03",5.5,
"SVN","HUR","TOT","PC_LF","M","2018-04",5.4,
"SVN","HUR","TOT","PC_LF","M","2018-05",5.3,
"SVN","HUR","TOT","PC_LF","M","2018-06",5.3,
"SVN","HUR","TOT","PC_LF","M","2018-07",5.2,
"SVN","HUR","TOT","PC_LF","M","2018-08",5.1,
"SVN","HUR","TOT","PC_LF","M","2018-09",4.9,
"SVN","HUR","TOT","PC_LF","M","2018-10",4.7,
"SVN","HUR","TOT","PC_LF","M","2018-11",4.5,
"SVN","HUR","TOT","PC_LF","M","2018-12",4.4,
"SVN","HUR","TOT","PC_LF","M","2019-01",4.6,
"SVN","HUR","TOT","PC_LF","M","2019-02",4.6,
"SVN","HUR","TOT","PC_LF","M","2019-03",4.4,
"SVN","HUR","TOT","PC_LF","M","2019-04",4.3,
"SVN","HUR","TOT","PC_LF","M","2019-05",4.2,
"SVN","HUR","TOT","PC_LF","M","2019-06",4.4,
"SVN","HUR","TOT","PC_LF","M","2019-07",4.8,
"SVN","HUR","TOT","PC_LF","M","2019-08",4.9,
"SVN","HUR","TOT","PC_LF","M","2019-09",4.8,
"SVN","HUR","TOT","PC_LF","M","2019-10",4.4,
"SVN","HUR","TOT","PC_LF","M","2019-11",4.1,
"SVN","HUR","TOT","PC_LF","M","2019-12",4,
"SVN","HUR","TOT","PC_LF","M","2020-01",4.1,
"SVN","HUR","TOT","PC_LF","M","2020-02",4.2,
"SVN","HUR","TOT","PC_LF","M","2020-03",4.5,
"SVN","HUR","TOT","PC_LF","M","2020-04",5.2,
"SVN","HUR","TOT","PC_LF","M","2020-05",5.4,
"SVN","HUR","TOT","PC_LF","M","2020-06",5.3,
"SVN","HUR","TOT","PC_LF","M","2020-07",5.2,
"SVN","HUR","TOT","PC_LF","M","2020-08",5.2,
"SVN","HUR","TOT","PC_LF","M","2020-09",5.1,
"SVN","HUR","TOT","PC_LF","M","2020-10",5.2,
"SVN","HUR","TOT","PC_LF","M","2020-11",5.3,
"SVN","HUR","TOT","PC_LF","M","2020-12",5.2,
"SVN","HUR","TOT","PC_LF","M","2021-01",5.1,
"SVN","HUR","TOT","PC_LF","M","2021-02",4.9,
"OECD","HUR","TOT","PC_LF","M","2005-01",6.897295,"E"
"OECD","HUR","TOT","PC_LF","M","2005-02",6.925261,"E"
"OECD","HUR","TOT","PC_LF","M","2005-03",6.873415,"E"
"OECD","HUR","TOT","PC_LF","M","2005-04",6.898344,"E"
"OECD","HUR","TOT","PC_LF","M","2005-05",6.877007,"E"
"OECD","HUR","TOT","PC_LF","M","2005-06",6.828831,"E"
"OECD","HUR","TOT","PC_LF","M","2005-07",6.777109,"E"
"OECD","HUR","TOT","PC_LF","M","2005-08",6.696337,"E"
"OECD","HUR","TOT","PC_LF","M","2005-09",6.740728,"E"
"OECD","HUR","TOT","PC_LF","M","2005-10",6.741736,"E"
"OECD","HUR","TOT","PC_LF","M","2005-11",6.699277,"E"
"OECD","HUR","TOT","PC_LF","M","2005-12",6.61474,"E"
"OECD","HUR","TOT","PC_LF","M","2006-01",6.545152,"E"
"OECD","HUR","TOT","PC_LF","M","2006-02",6.510022,"E"
"OECD","HUR","TOT","PC_LF","M","2006-03",6.444502,"E"
"OECD","HUR","TOT","PC_LF","M","2006-04",6.400615,"E"
"OECD","HUR","TOT","PC_LF","M","2006-05",6.295336,"E"
"OECD","HUR","TOT","PC_LF","M","2006-06",6.302649,"E"
"OECD","HUR","TOT","PC_LF","M","2006-07",6.284633,"E"
"OECD","HUR","TOT","PC_LF","M","2006-08",6.258842,"E"
"OECD","HUR","TOT","PC_LF","M","2006-09",6.170387,"E"
"OECD","HUR","TOT","PC_LF","M","2006-10",6.090393,"E"
"OECD","HUR","TOT","PC_LF","M","2006-11",6.08184,"E"
"OECD","HUR","TOT","PC_LF","M","2006-12",6.023958,"E"
"OECD","HUR","TOT","PC_LF","M","2007-01",6.014429,"E"
"OECD","HUR","TOT","PC_LF","M","2007-02",5.949275,"E"
"OECD","HUR","TOT","PC_LF","M","2007-03",5.887418,"E"
"OECD","HUR","TOT","PC_LF","M","2007-04",5.799703,"E"
"OECD","HUR","TOT","PC_LF","M","2007-05",5.764751,"E"
"OECD","HUR","TOT","PC_LF","M","2007-06",5.744351,"E"
"OECD","HUR","TOT","PC_LF","M","2007-07",5.762173,"E"
"OECD","HUR","TOT","PC_LF","M","2007-08",5.765749,"E"
"OECD","HUR","TOT","PC_LF","M","2007-09",5.791129,"E"
"OECD","HUR","TOT","PC_LF","M","2007-10",5.800222,"E"
"OECD","HUR","TOT","PC_LF","M","2007-11",5.743566,"E"
"OECD","HUR","TOT","PC_LF","M","2007-12",5.798837,"E"
"OECD","HUR","TOT","PC_LF","M","2008-01",5.783566,"E"
"OECD","HUR","TOT","PC_LF","M","2008-02",5.756619,"E"
"OECD","HUR","TOT","PC_LF","M","2008-03",5.813623,"E"
"OECD","HUR","TOT","PC_LF","M","2008-04",5.778406,"E"
"OECD","HUR","TOT","PC_LF","M","2008-05",5.905838,"E"
"OECD","HUR","TOT","PC_LF","M","2008-06",6.012977,"E"
"OECD","HUR","TOT","PC_LF","M","2008-07",6.099755,"E"
"OECD","HUR","TOT","PC_LF","M","2008-08",6.217571,"E"
"OECD","HUR","TOT","PC_LF","M","2008-09",6.270672,"E"
"OECD","HUR","TOT","PC_LF","M","2008-10",6.41717,"E"
"OECD","HUR","TOT","PC_LF","M","2008-11",6.74437,"E"
"OECD","HUR","TOT","PC_LF","M","2008-12",7.029082,"E"
"OECD","HUR","TOT","PC_LF","M","2009-01",7.34809,"E"
"OECD","HUR","TOT","PC_LF","M","2009-02",7.699491,"E"
"OECD","HUR","TOT","PC_LF","M","2009-03",8.00133,"E"
"OECD","HUR","TOT","PC_LF","M","2009-04",8.193748,"E"
"OECD","HUR","TOT","PC_LF","M","2009-05",8.393111,"E"
"OECD","HUR","TOT","PC_LF","M","2009-06",8.43474,"E"
"OECD","HUR","TOT","PC_LF","M","2009-07",8.514465,"E"
"OECD","HUR","TOT","PC_LF","M","2009-08",8.571111,"E"
"OECD","HUR","TOT","PC_LF","M","2009-09",8.649744,"E"
"OECD","HUR","TOT","PC_LF","M","2009-10",8.683445,"E"
"OECD","HUR","TOT","PC_LF","M","2009-11",8.636724,"E"
"OECD","HUR","TOT","PC_LF","M","2009-12",8.596048,"E"
"OECD","HUR","TOT","PC_LF","M","2010-01",8.692912,"E"
"OECD","HUR","TOT","PC_LF","M","2010-02",8.650787,"E"
"OECD","HUR","TOT","PC_LF","M","2010-03",8.633039,"E"
"OECD","HUR","TOT","PC_LF","M","2010-04",8.675129,"E"
"OECD","HUR","TOT","PC_LF","M","2010-05",8.543988,"E"
"OECD","HUR","TOT","PC_LF","M","2010-06",8.438482,"E"
"OECD","HUR","TOT","PC_LF","M","2010-07",8.429537,"E"
"OECD","HUR","TOT","PC_LF","M","2010-08",8.40265,"E"
"OECD","HUR","TOT","PC_LF","M","2010-09",8.403663,"E"
"OECD","HUR","TOT","PC_LF","M","2010-10",8.414126,"E"
"OECD","HUR","TOT","PC_LF","M","2010-11",8.456398,"E"
"OECD","HUR","TOT","PC_LF","M","2010-12",8.32518,"E"
"OECD","HUR","TOT","PC_LF","M","2011-01",8.198441,"E"
"OECD","HUR","TOT","PC_LF","M","2011-02",8.147525,"E"
"OECD","HUR","TOT","PC_LF","M","2011-03",8.063569,"E"
"OECD","HUR","TOT","PC_LF","M","2011-04",8.088455,"E"
"OECD","HUR","TOT","PC_LF","M","2011-05",8.114629,"E"
"OECD","HUR","TOT","PC_LF","M","2011-06",8.151616,"E"
"OECD","HUR","TOT","PC_LF","M","2011-07",8.113157,"E"
"OECD","HUR","TOT","PC_LF","M","2011-08",8.085899,"E"
"OECD","HUR","TOT","PC_LF","M","2011-09",8.099168,"E"
"OECD","HUR","TOT","PC_LF","M","2011-10",8.063496,"E"
"OECD","HUR","TOT","PC_LF","M","2011-11",8.08426,"E"
"OECD","HUR","TOT","PC_LF","M","2011-12",8.071285,"E"
"OECD","HUR","TOT","PC_LF","M","2012-01",8.013199,"E"
"OECD","HUR","TOT","PC_LF","M","2012-02",8.098369,"E"
"OECD","HUR","TOT","PC_LF","M","2012-03",8.067624,"E"
"OECD","HUR","TOT","PC_LF","M","2012-04",8.097701,"E"
"OECD","HUR","TOT","PC_LF","M","2012-05",8.110806,"E"
"OECD","HUR","TOT","PC_LF","M","2012-06",8.08163,"E"
"OECD","HUR","TOT","PC_LF","M","2012-07",8.094658,"E"
"OECD","HUR","TOT","PC_LF","M","2012-08",8.069407,"E"
"OECD","HUR","TOT","PC_LF","M","2012-09",8.039124,"E"
"OECD","HUR","TOT","PC_LF","M","2012-10",8.076264,"E"
"OECD","HUR","TOT","PC_LF","M","2012-11",8.130746,"E"
"OECD","HUR","TOT","PC_LF","M","2012-12",8.169319,"E"
"OECD","HUR","TOT","PC_LF","M","2013-01",8.262858,"E"
"OECD","HUR","TOT","PC_LF","M","2013-02",8.174932,"E"
"OECD","HUR","TOT","PC_LF","M","2013-03",8.118158,"E"
"OECD","HUR","TOT","PC_LF","M","2013-04",8.135846,"E"
"OECD","HUR","TOT","PC_LF","M","2013-05",8.07757,"E"
"OECD","HUR","TOT","PC_LF","M","2013-06",8.034076,"E"
"OECD","HUR","TOT","PC_LF","M","2013-07",7.94629,"E"
"OECD","HUR","TOT","PC_LF","M","2013-08",7.962666,"E"
"OECD","HUR","TOT","PC_LF","M","2013-09",7.930061,"E"
"OECD","HUR","TOT","PC_LF","M","2013-10",7.857043,"E"
"OECD","HUR","TOT","PC_LF","M","2013-11",7.774444,"E"
"OECD","HUR","TOT","PC_LF","M","2013-12",7.685346,"E"
"OECD","HUR","TOT","PC_LF","M","2014-01",7.663926,"E"
"OECD","HUR","TOT","PC_LF","M","2014-02",7.66133,"E"
"OECD","HUR","TOT","PC_LF","M","2014-03",7.665421,"E"
"OECD","HUR","TOT","PC_LF","M","2014-04",7.488314,"E"
"OECD","HUR","TOT","PC_LF","M","2014-05",7.493177,"E"
"OECD","HUR","TOT","PC_LF","M","2014-06",7.43194,"E"
"OECD","HUR","TOT","PC_LF","M","2014-07",7.465769,"E"
"OECD","HUR","TOT","PC_LF","M","2014-08",7.383293,"E"
"OECD","HUR","TOT","PC_LF","M","2014-09",7.325762,"E"
"OECD","HUR","TOT","PC_LF","M","2014-10",7.270604,"E"
"OECD","HUR","TOT","PC_LF","M","2014-11",7.267365,"E"
"OECD","HUR","TOT","PC_LF","M","2014-12",7.128965,"E"
"OECD","HUR","TOT","PC_LF","M","2015-01",7.11562,"E"
"OECD","HUR","TOT","PC_LF","M","2015-02",7.054993,"E"
"OECD","HUR","TOT","PC_LF","M","2015-03",6.994195,"E"
"OECD","HUR","TOT","PC_LF","M","2015-04",7.00674,"E"
"OECD","HUR","TOT","PC_LF","M","2015-05",7.017927,"E"
"OECD","HUR","TOT","PC_LF","M","2015-06",6.911071,"E"
"OECD","HUR","TOT","PC_LF","M","2015-07",6.816652,"E"
"OECD","HUR","TOT","PC_LF","M","2015-08",6.778536,"E"
"OECD","HUR","TOT","PC_LF","M","2015-09",6.732324,"E"
"OECD","HUR","TOT","PC_LF","M","2015-10",6.720286,"E"
"OECD","HUR","TOT","PC_LF","M","2015-11",6.636514,"E"
"OECD","HUR","TOT","PC_LF","M","2015-12",6.660656,"E"
"OECD","HUR","TOT","PC_LF","M","2016-01",6.575412,"E"
"OECD","HUR","TOT","PC_LF","M","2016-02",6.564922,"E"
"OECD","HUR","TOT","PC_LF","M","2016-03",6.56941,"E"
"OECD","HUR","TOT","PC_LF","M","2016-04",6.525819,"E"
"OECD","HUR","TOT","PC_LF","M","2016-05",6.44866,"E"
"OECD","HUR","TOT","PC_LF","M","2016-06",6.471711,"E"
"OECD","HUR","TOT","PC_LF","M","2016-07",6.422734,"E"
"OECD","HUR","TOT","PC_LF","M","2016-08",6.424639,"E"
"OECD","HUR","TOT","PC_LF","M","2016-09",6.42344,"E"
"OECD","HUR","TOT","PC_LF","M","2016-10",6.378294,"E"
"OECD","HUR","TOT","PC_LF","M","2016-11",6.312274,"E"
"OECD","HUR","TOT","PC_LF","M","2016-12",6.307755,"E"
"OECD","HUR","TOT","PC_LF","M","2017-01",6.233618,"E"
"OECD","HUR","TOT","PC_LF","M","2017-02",6.176689,"E"
"OECD","HUR","TOT","PC_LF","M","2017-03",6.093938,"E"
"OECD","HUR","TOT","PC_LF","M","2017-04",6.021475,"E"
"OECD","HUR","TOT","PC_LF","M","2017-05",6.018844,"E"
"OECD","HUR","TOT","PC_LF","M","2017-06",5.887489,"E"
"OECD","HUR","TOT","PC_LF","M","2017-07",5.855527,"E"
"OECD","HUR","TOT","PC_LF","M","2017-08",5.860047,"E"
"OECD","HUR","TOT","PC_LF","M","2017-09",5.81438,"E"
"OECD","HUR","TOT","PC_LF","M","2017-10",5.745016,"E"
"OECD","HUR","TOT","PC_LF","M","2017-11",5.727103,"E"
"OECD","HUR","TOT","PC_LF","M","2017-12",5.660712,"E"
"OECD","HUR","TOT","PC_LF","M","2018-01",5.58522,"E"
"OECD","HUR","TOT","PC_LF","M","2018-02",5.559632,"E"
"OECD","HUR","TOT","PC_LF","M","2018-03",5.509539,"E"
"OECD","HUR","TOT","PC_LF","M","2018-04",5.548112,"E"
"OECD","HUR","TOT","PC_LF","M","2018-05",5.435676,"E"
"OECD","HUR","TOT","PC_LF","M","2018-06",5.487947,"E"
"OECD","HUR","TOT","PC_LF","M","2018-07",5.424463,"E"
"OECD","HUR","TOT","PC_LF","M","2018-08",5.439798,"E"
"OECD","HUR","TOT","PC_LF","M","2018-09",5.418675,"E"
"OECD","HUR","TOT","PC_LF","M","2018-10",5.440714,"E"
"OECD","HUR","TOT","PC_LF","M","2018-11",5.458429,"E"
"OECD","HUR","TOT","PC_LF","M","2018-12",5.536467,"E"
"OECD","HUR","TOT","PC_LF","M","2019-01",5.56931,"E"
"OECD","HUR","TOT","PC_LF","M","2019-02",5.474112,"E"
"OECD","HUR","TOT","PC_LF","M","2019-03",5.484949,"E"
"OECD","HUR","TOT","PC_LF","M","2019-04",5.444194,"E"
"OECD","HUR","TOT","PC_LF","M","2019-05",5.408152,"E"
"OECD","HUR","TOT","PC_LF","M","2019-06",5.336946,"E"
"OECD","HUR","TOT","PC_LF","M","2019-07",5.392977,"E"
"OECD","HUR","TOT","PC_LF","M","2019-08",5.369462,"E"
"OECD","HUR","TOT","PC_LF","M","2019-09",5.322429,"E"
"OECD","HUR","TOT","PC_LF","M","2019-10",5.338574,"E"
"OECD","HUR","TOT","PC_LF","M","2019-11",5.321631,"E"
"OECD","HUR","TOT","PC_LF","M","2019-12",5.24714,"E"
"OECD","HUR","TOT","PC_LF","M","2020-01",5.311872,"E"
"OECD","HUR","TOT","PC_LF","M","2020-02",5.243449,"E"
"OECD","HUR","TOT","PC_LF","M","2020-03",5.52044,"E"
"OECD","HUR","TOT","PC_LF","M","2020-04",8.793351,"E"
"OECD","HUR","TOT","PC_LF","M","2020-05",8.638156,"E"
"OECD","HUR","TOT","PC_LF","M","2020-06",8.303235,"E"
"OECD","HUR","TOT","PC_LF","M","2020-07",8.094934,"E"
"OECD","HUR","TOT","PC_LF","M","2020-08",7.551037,"E"
"OECD","HUR","TOT","PC_LF","M","2020-09",7.340458,"E"
"OECD","HUR","TOT","PC_LF","M","2020-10",7.045765,"E"
"OECD","HUR","TOT","PC_LF","M","2020-11",6.880063,"E"
"OECD","HUR","TOT","PC_LF","M","2020-12",6.824765,"E"
"OECD","HUR","TOT","PC_LF","M","2021-01",6.793646,"E"
"OECD","HUR","TOT","PC_LF","M","2021-02",6.656877,"E"
"G-7","HUR","TOT","PC_LF","M","2005-01",6.211321,"E"
"G-7","HUR","TOT","PC_LF","M","2005-02",6.316231,"E"
"G-7","HUR","TOT","PC_LF","M","2005-03",6.221724,"E"
"G-7","HUR","TOT","PC_LF","M","2005-04",6.224661,"E"
"G-7","HUR","TOT","PC_LF","M","2005-05",6.216537,"E"
"G-7","HUR","TOT","PC_LF","M","2005-06",6.149745,"E"
"G-7","HUR","TOT","PC_LF","M","2005-07",6.112704,"E"
"G-7","HUR","TOT","PC_LF","M","2005-08",6.071258,"E"
"G-7","HUR","TOT","PC_LF","M","2005-09",6.133218,"E"
"G-7","HUR","TOT","PC_LF","M","2005-10",6.144375,"E"
"G-7","HUR","TOT","PC_LF","M","2005-11",6.16059,"E"
"G-7","HUR","TOT","PC_LF","M","2005-12",6.047841,"E"
"G-7","HUR","TOT","PC_LF","M","2006-01",5.97471,"E"
"G-7","HUR","TOT","PC_LF","M","2006-02",5.931928,"E"
"G-7","HUR","TOT","PC_LF","M","2006-03",5.88282,"E"
"G-7","HUR","TOT","PC_LF","M","2006-04",5.872921,"E"
"G-7","HUR","TOT","PC_LF","M","2006-05",5.798283,"E"
"G-7","HUR","TOT","PC_LF","M","2006-06",5.799765,"E"
"G-7","HUR","TOT","PC_LF","M","2006-07",5.811096,"E"
"G-7","HUR","TOT","PC_LF","M","2006-08",5.775817,"E"
"G-7","HUR","TOT","PC_LF","M","2006-09",5.683556,"E"
"G-7","HUR","TOT","PC_LF","M","2006-10",5.598534,"E"
"G-7","HUR","TOT","PC_LF","M","2006-11",5.599762,"E"
"G-7","HUR","TOT","PC_LF","M","2006-12",5.515315,"E"
"G-7","HUR","TOT","PC_LF","M","2007-01",5.611207,"E"
"G-7","HUR","TOT","PC_LF","M","2007-02",5.5116,"E"
"G-7","HUR","TOT","PC_LF","M","2007-03",5.427808,"E"
"G-7","HUR","TOT","PC_LF","M","2007-04",5.39308,"E"
"G-7","HUR","TOT","PC_LF","M","2007-05",5.344699,"E"
"G-7","HUR","TOT","PC_LF","M","2007-06",5.342069,"E"
"G-7","HUR","TOT","PC_LF","M","2007-07",5.399124,"E"
"G-7","HUR","TOT","PC_LF","M","2007-08",5.376234,"E"
"G-7","HUR","TOT","PC_LF","M","2007-09",5.409107,"E"
"G-7","HUR","TOT","PC_LF","M","2007-10",5.411764,"E"
"G-7","HUR","TOT","PC_LF","M","2007-11",5.362971,"E"
"G-7","HUR","TOT","PC_LF","M","2007-12",5.463734,"E"
"G-7","HUR","TOT","PC_LF","M","2008-01",5.470031,"E"
"G-7","HUR","TOT","PC_LF","M","2008-02",5.433657,"E"
"G-7","HUR","TOT","PC_LF","M","2008-03",5.482709,"E"
"G-7","HUR","TOT","PC_LF","M","2008-04",5.458431,"E"
"G-7","HUR","TOT","PC_LF","M","2008-05",5.658617,"E"
"G-7","HUR","TOT","PC_LF","M","2008-06",5.718849,"E"
"G-7","HUR","TOT","PC_LF","M","2008-07",5.806173,"E"
"G-7","HUR","TOT","PC_LF","M","2008-08",5.972647,"E"
"G-7","HUR","TOT","PC_LF","M","2008-09",5.978897,"E"
"G-7","HUR","TOT","PC_LF","M","2008-10",6.134414,"E"
"G-7","HUR","TOT","PC_LF","M","2008-11",6.373245,"E"
"G-7","HUR","TOT","PC_LF","M","2008-12",6.691062,"E"
"G-7","HUR","TOT","PC_LF","M","2009-01",6.994426,"E"
"G-7","HUR","TOT","PC_LF","M","2009-02",7.376397,"E"
"G-7","HUR","TOT","PC_LF","M","2009-03",7.666558,"E"
"G-7","HUR","TOT","PC_LF","M","2009-04",7.842534,"E"
"G-7","HUR","TOT","PC_LF","M","2009-05",8.095927,"E"
"G-7","HUR","TOT","PC_LF","M","2009-06",8.207979,"E"
"G-7","HUR","TOT","PC_LF","M","2009-07",8.253796,"E"
"G-7","HUR","TOT","PC_LF","M","2009-08",8.287486,"E"
"G-7","HUR","TOT","PC_LF","M","2009-09",8.368278,"E"
"G-7","HUR","TOT","PC_LF","M","2009-10",8.435584,"E"
"G-7","HUR","TOT","PC_LF","M","2009-11",8.398718,"E"
"G-7","HUR","TOT","PC_LF","M","2009-12",8.35693,"E"
"G-7","HUR","TOT","PC_LF","M","2010-01",8.299936,"E"
"G-7","HUR","TOT","PC_LF","M","2010-02",8.312371,"E"
"G-7","HUR","TOT","PC_LF","M","2010-03",8.331464,"E"
"G-7","HUR","TOT","PC_LF","M","2010-04",8.341516,"E"
"G-7","HUR","TOT","PC_LF","M","2010-05",8.195142,"E"
"G-7","HUR","TOT","PC_LF","M","2010-06",8.070651,"E"
"G-7","HUR","TOT","PC_LF","M","2010-07",8.040175,"E"
"G-7","HUR","TOT","PC_LF","M","2010-08",8.07106,"E"
"G-7","HUR","TOT","PC_LF","M","2010-09",8.064004,"E"
"G-7","HUR","TOT","PC_LF","M","2010-10",8.050033,"E"
"G-7","HUR","TOT","PC_LF","M","2010-11",8.142614,"E"
"G-7","HUR","TOT","PC_LF","M","2010-12",7.908589,"E"
"G-7","HUR","TOT","PC_LF","M","2011-01",7.793394,"E"
"G-7","HUR","TOT","PC_LF","M","2011-02",7.681608,"E"
"G-7","HUR","TOT","PC_LF","M","2011-03",7.644104,"E"
"G-7","HUR","TOT","PC_LF","M","2011-04",7.68782,"E"
"G-7","HUR","TOT","PC_LF","M","2011-05",7.667499,"E"
"G-7","HUR","TOT","PC_LF","M","2011-06",7.713657,"E"
"G-7","HUR","TOT","PC_LF","M","2011-07",7.671923,"E"
"G-7","HUR","TOT","PC_LF","M","2011-08",7.646945,"E"
"G-7","HUR","TOT","PC_LF","M","2011-09",7.671194,"E"
"G-7","HUR","TOT","PC_LF","M","2011-10",7.608958,"E"
"G-7","HUR","TOT","PC_LF","M","2011-11",7.581837,"E"
"G-7","HUR","TOT","PC_LF","M","2011-12",7.535152,"E"
"G-7","HUR","TOT","PC_LF","M","2012-01",7.460238,"E"
"G-7","HUR","TOT","PC_LF","M","2012-02",7.448411,"E"
"G-7","HUR","TOT","PC_LF","M","2012-03",7.448512,"E"
"G-7","HUR","TOT","PC_LF","M","2012-04",7.436076,"E"
"G-7","HUR","TOT","PC_LF","M","2012-05",7.427234,"E"
"G-7","HUR","TOT","PC_LF","M","2012-06",7.426586,"E"
"G-7","HUR","TOT","PC_LF","M","2012-07",7.425465,"E"
"G-7","HUR","TOT","PC_LF","M","2012-08",7.336145,"E"
"G-7","HUR","TOT","PC_LF","M","2012-09",7.259354,"E"
"G-7","HUR","TOT","PC_LF","M","2012-10",7.29104,"E"
"G-7","HUR","TOT","PC_LF","M","2012-11",7.253737,"E"
"G-7","HUR","TOT","PC_LF","M","2012-12",7.363273,"E"
"G-7","HUR","TOT","PC_LF","M","2013-01",7.450421,"E"
"G-7","HUR","TOT","PC_LF","M","2013-02",7.310483,"E"
"G-7","HUR","TOT","PC_LF","M","2013-03",7.232182,"E"
"G-7","HUR","TOT","PC_LF","M","2013-04",7.241663,"E"
"G-7","HUR","TOT","PC_LF","M","2013-05",7.207168,"E"
"G-7","HUR","TOT","PC_LF","M","2013-06",7.180773,"E"
